 -- Frame 14708 Framerate: 47.2 [Very Good Framerate]
 -- Frame 14709 Framerate: 52.7 [Very Good Framerate]
 -- Frame 14710 Framerate: 53.2 [Very Good Framerate]
 -- Frame 14711 Framerate: 52.4 [Very Good Framerate]
 -- Frame 14712 Framerate: 55.1 [Very Good Framerate]
 -- Frame 14713 Framerate: 53.9 [Very Good Framerate]
 -- Frame 14714 Framerate: 51.3 [Very Good Framerate]
 -- Frame 14715 Framerate: 55.7 [Very Good Framerate]
 -- Frame 14716 Framerate: 51.3 [Very Good Framerate]
 -- Frame 14717 Framerate: 52.3 [Very Good Framerate]
 -- Frame 14718 Framerate: 55.4 [Very Good Framerate]
 -- Frame 14719 Framerate: 55.6 [Very Good Framerate]
 -- Frame 14720 Framerate: 51.0 [Very Good Framerate]
 -- Frame 14721 Framerate: 53.5 [Very Good Framerate]
 -- Frame 14722 Framerate: 54.7 [Very Good Framerate]
 -- Frame 14723 Framerate: 55.4 [Very Good Framerate]
 -- Frame 14724 Framerate: 54.5 [Very Good Framerate]
 -- Frame 14725 Framerate: 36.6 [Good Framerate]
 -- Frame 14726 Framerate: 55.7 [Very Good Framerate]
 -- Frame 14727 Framerate: 52.0 [Very Good Framerate]
 -- Frame 14728 Framerate: 55.6 [Very Good Framerate]
 -- Frame 14729 Framerate: 55.8 [Very Good Framerate]
 -- Frame 14730 Framerate: 52.0 [Very Good Framerate]
 -- Frame 14731 Framerate: 53.3 [Very Good Framerate]
 -- Frame 14732 Framerate: 51.8 [Very Good Framerate]
 -- Frame 14733 Framerate: 57.5 [Very Good Framerate]
 -- Frame 14734 Framerate: 51.8 [Very Good Framerate]
 -- Frame 14735 Framerate: 52.3 [Very Good Framerate]
 -- Frame 14736 Framerate: 54.5 [Very Good Framerate]
 -- Frame 14737 Framerate: 51.4 [Very Good Framerate]
 -- Frame 14738 Framerate: 53.8 [Very Good Framerate]
 -- Frame 14739 Framerate: 52.9 [Very Good Framerate]
 -- Frame 14740 Framerate: 51.8 [Very Good Framerate]
 -- Frame 14741 Framerate: 56.0 [Very Good Framerate]
 -- Frame 14742 Framerate: 55.5 [Very Good Framerate]
 -- Frame 14743 Framerate: 52.8 [Very Good Framerate]
 -- Frame 14744 Framerate: 57.0 [Very Good Framerate]
 -- Frame 14745 Framerate: 56.5 [Very Good Framerate]
 -- Frame 14746 Framerate: 51.6 [Very Good Framerate]
 -- Frame 14747 Framerate: 56.7 [Very Good Framerate]
 -- Frame 14748 Framerate: 56.3 [Very Good Framerate]
 -- Frame 14749 Framerate: 56.8 [Very Good Framerate]
 -- Frame 14750 Framerate: 53.2 [Very Good Framerate]
 -- Frame 14751 Framerate: 56.3 [Very Good Framerate]
 -- Frame 14752 Framerate: 56.3 [Very Good Framerate]
 -- Frame 14753 Framerate: 56.5 [Very Good Framerate]
 -- Frame 14754 Framerate: 52.7 [Very Good Framerate]
 -- Frame 14755 Framerate: 56.2 [Very Good Framerate]
 -- Frame 14756 Framerate: 54.5 [Very Good Framerate]
 -- Frame 14757 Framerate: 49.8 [Very Good Framerate]
 -- Frame 14758 Framerate: 56.1 [Very Good Framerate]
 -- Frame 14759 Framerate: 38.5 [Good Framerate]
 -- Frame 14760 Framerate: 51.9 [Very Good Framerate]
 -- Frame 14761 Framerate: 56.5 [Very Good Framerate]
 -- Frame 14762 Framerate: 52.9 [Very Good Framerate]
 -- Frame 14763 Framerate: 55.7 [Very Good Framerate]
 -- Frame 14764 Framerate: 56.3 [Very Good Framerate]
 -- Frame 14765 Framerate: 27.6 [Good Framerate]
 -- Frame 14766 Framerate: 50.8 [Very Good Framerate]
 -- Frame 14767 Framerate: 54.9 [Very Good Framerate]
 -- Frame 14768 Framerate: 51.4 [Very Good Framerate]
 -- Frame 14769 Framerate: 51.8 [Very Good Framerate]
 -- Frame 14770 Framerate: 54.3 [Very Good Framerate]
 -- Frame 14771 Framerate: 49.2 [Very Good Framerate]
 -- Frame 14772 Framerate: 55.1 [Very Good Framerate]
 -- Frame 14773 Framerate: 55.0 [Very Good Framerate]
 -- Frame 14774 Framerate: 47.4 [Very Good Framerate]
 -- Frame 14775 Framerate: 55.0 [Very Good Framerate]
 -- Frame 14776 Framerate: 55.1 [Very Good Framerate]
 -- Frame 14777 Framerate: 53.2 [Very Good Framerate]
 -- Frame 14778 Framerate: 53.6 [Very Good Framerate]
 -- Frame 14779 Framerate: 55.2 [Very Good Framerate]
 -- Frame 14780 Framerate: 54.6 [Very Good Framerate]
 -- Frame 14781 Framerate: 48.6 [Very Good Framerate]
 -- Frame 14782 Framerate: 54.8 [Very Good Framerate]
 -- Frame 14783 Framerate: 50.9 [Very Good Framerate]
 -- Frame 14784 Framerate: 50.9 [Very Good Framerate]
 -- Frame 14785 Framerate: 51.5 [Very Good Framerate]
 -- Frame 14786 Framerate: 54.9 [Very Good Framerate]
 -- Frame 14787 Framerate: 51.2 [Very Good Framerate]
 -- Frame 14788 Framerate: 49.2 [Very Good Framerate]
 -- Frame 14789 Framerate: 51.5 [Very Good Framerate]
 -- Frame 14790 Framerate: 54.9 [Very Good Framerate]
 -- Frame 14791 Framerate: 51.8 [Very Good Framerate]
 -- Frame 14792 Framerate: 54.7 [Very Good Framerate]
 -- Frame 14793 Framerate: 53.7 [Very Good Framerate]
 -- Frame 14794 Framerate: 51.0 [Very Good Framerate]
 -- Frame 14795 Framerate: 53.1 [Very Good Framerate]
 -- Frame 14796 Framerate: 53.1 [Very Good Framerate]
 -- Frame 14797 Framerate: 38.7 [Good Framerate]
 -- Frame 14798 Framerate: 51.3 [Very Good Framerate]
 -- Frame 14799 Framerate: 53.6 [Very Good Framerate]
 -- Frame 14800 Framerate: 50.9 [Very Good Framerate]
 -- Frame 14801 Framerate: 52.9 [Very Good Framerate]
 -- Frame 14802 Framerate: 52.4 [Very Good Framerate]
 -- Frame 14803 Framerate: 47.3 [Very Good Framerate]
 -- Frame 14804 Framerate: 54.1 [Very Good Framerate]
 -- Frame 14805 Framerate: 57.4 [Very Good Framerate]
 -- Frame 14806 Framerate: 56.3 [Very Good Framerate]
 -- Frame 14807 Framerate: 54.9 [Very Good Framerate]
 -- Frame 14808 Framerate: 57.5 [Very Good Framerate]
 -- Frame 14809 Framerate: 57.5 [Very Good Framerate]
 -- Frame 14810 Framerate: 53.6 [Very Good Framerate]
 -- Frame 14811 Framerate: 57.1 [Very Good Framerate]
 -- Frame 14812 Framerate: 57.9 [Very Good Framerate]
 -- Frame 14813 Framerate: 54.1 [Very Good Framerate]
 -- Frame 14814 Framerate: 59.0 [Very Good Framerate]
 -- Frame 14815 Framerate: 60.0 [Very Good Framerate]
 -- Frame 14816 Framerate: 57.6 [Very Good Framerate]
 -- Frame 14817 Framerate: 56.1 [Very Good Framerate]
 -- Frame 14818 Framerate: 54.5 [Very Good Framerate]
 -- Frame 14819 Framerate: 57.5 [Very Good Framerate]
 -- Frame 14820 Framerate: 59.2 [Very Good Framerate]
 -- Frame 14821 Framerate: 57.3 [Very Good Framerate]
 -- Frame 14822 Framerate: 54.6 [Very Good Framerate]
 -- Frame 14823 Framerate: 59.2 [Very Good Framerate]
 -- Frame 14824 Framerate: 60.0 [Very Good Framerate]
 -- Frame 14825 Framerate: 56.4 [Very Good Framerate]
 -- Frame 14826 Framerate: 60.8 [Very Good Framerate]
 -- Frame 14827 Framerate: 60.3 [Very Good Framerate]
 -- Frame 14828 Framerate: 59.6 [Very Good Framerate]
 -- Frame 14829 Framerate: 57.9 [Very Good Framerate]
 -- Frame 14830 Framerate: 61.2 [Very Good Framerate]
 -- Frame 14831 Framerate: 59.2 [Very Good Framerate]
 -- Frame 14832 Framerate: 60.9 [Very Good Framerate]
 -- Frame 14833 Framerate: 62.1 [Very Good Framerate]
 -- Frame 14834 Framerate: 57.4 [Very Good Framerate]
 -- Frame 14835 Framerate: 57.0 [Very Good Framerate]
 -- Frame 14836 Framerate: 59.1 [Very Good Framerate]
 -- Frame 14837 Framerate: 41.8 [Very Good Framerate]
 -- Frame 14838 Framerate: 58.2 [Very Good Framerate]
 -- Frame 14839 Framerate: 59.8 [Very Good Framerate]
 -- Frame 14840 Framerate: 58.2 [Very Good Framerate]
 -- Frame 14841 Framerate: 55.6 [Very Good Framerate]
 -- Frame 14842 Framerate: 56.7 [Very Good Framerate]
 -- Frame 14843 Framerate: 61.7 [Very Good Framerate]
 -- Frame 14844 Framerate: 62.0 [Very Good Framerate]
 -- Frame 14845 Framerate: 59.9 [Very Good Framerate]
 -- Frame 14846 Framerate: 62.1 [Very Good Framerate]
 -- Frame 14847 Framerate: 62.6 [Very Good Framerate]
 -- Frame 14848 Framerate: 60.7 [Very Good Framerate]
 -- Frame 14849 Framerate: 58.9 [Very Good Framerate]
 -- Frame 14850 Framerate: 59.3 [Very Good Framerate]
 -- Frame 14851 Framerate: 62.1 [Very Good Framerate]
 -- Frame 14852 Framerate: 59.2 [Very Good Framerate]
 -- Frame 14853 Framerate: 56.2 [Very Good Framerate]
 -- Frame 14854 Framerate: 60.1 [Very Good Framerate]
 -- Frame 14855 Framerate: 60.2 [Very Good Framerate]
 -- Frame 14856 Framerate: 61.3 [Very Good Framerate]
 -- Frame 14857 Framerate: 61.8 [Very Good Framerate]
 -- Frame 14858 Framerate: 59.4 [Very Good Framerate]
 -- Frame 14859 Framerate: 47.3 [Very Good Framerate]
 -- Frame 14860 Framerate: 58.2 [Very Good Framerate]
 -- Frame 14861 Framerate: 59.3 [Very Good Framerate]
 -- Frame 14862 Framerate: 59.4 [Very Good Framerate]
 -- Frame 14863 Framerate: 56.1 [Very Good Framerate]
 -- Frame 14864 Framerate: 58.5 [Very Good Framerate]
 -- Frame 14865 Framerate: 58.2 [Very Good Framerate]
 -- Frame 14866 Framerate: 57.7 [Very Good Framerate]
 -- Frame 14867 Framerate: 56.5 [Very Good Framerate]
 -- Frame 14868 Framerate: 59.5 [Very Good Framerate]
 -- Frame 14869 Framerate: 55.9 [Very Good Framerate]
 -- Frame 14870 Framerate: 57.6 [Very Good Framerate]
 -- Frame 14871 Framerate: 60.4 [Very Good Framerate]
 -- Frame 14872 Framerate: 58.3 [Very Good Framerate]
 -- Frame 14873 Framerate: 59.7 [Very Good Framerate]
 -- Frame 14874 Framerate: 60.6 [Very Good Framerate]
 -- Frame 14875 Framerate: 59.8 [Very Good Framerate]
 -- Frame 14876 Framerate: 57.7 [Very Good Framerate]
 -- Frame 14877 Framerate: 57.3 [Very Good Framerate]
 -- Frame 14878 Framerate: 60.9 [Very Good Framerate]
 -- Frame 14879 Framerate: 57.7 [Very Good Framerate]
 -- Frame 14880 Framerate: 59.4 [Very Good Framerate]
 -- Frame 14881 Framerate: 59.7 [Very Good Framerate]
 -- Frame 14882 Framerate: 56.6 [Very Good Framerate]
 -- Frame 14883 Framerate: 60.0 [Very Good Framerate]
 -- Frame 14884 Framerate: 60.1 [Very Good Framerate]
 -- Frame 14885 Framerate: 58.7 [Very Good Framerate]
 -- Frame 14886 Framerate: 61.8 [Very Good Framerate]
 -- Frame 14887 Framerate: 57.6 [Very Good Framerate]
 -- Frame 14888 Framerate: 59.7 [Very Good Framerate]
 -- Frame 14889 Framerate: 59.8 [Very Good Framerate]
 -- Frame 14890 Framerate: 60.8 [Very Good Framerate]
 -- Frame 14891 Framerate: 58.4 [Very Good Framerate]
 -- Frame 14892 Framerate: 58.9 [Very Good Framerate]
 -- Frame 14893 Framerate: 60.9 [Very Good Framerate]
 -- Frame 14894 Framerate: 59.4 [Very Good Framerate]
 -- Frame 14895 Framerate: 60.8 [Very Good Framerate]
 -- Frame 14896 Framerate: 58.4 [Very Good Framerate]
 -- Frame 14897 Framerate: 58.6 [Very Good Framerate]
 -- Frame 14898 Framerate: 60.4 [Very Good Framerate]
 -- Frame 14899 Framerate: 60.0 [Very Good Framerate]
 -- Frame 14900 Framerate: 61.0 [Very Good Framerate]
 -- Frame 14901 Framerate: 58.6 [Very Good Framerate]
 -- Frame 14902 Framerate: 58.7 [Very Good Framerate]
 -- Frame 14903 Framerate: 59.6 [Very Good Framerate]
 -- Frame 14904 Framerate: 61.2 [Very Good Framerate]
 -- Frame 14905 Framerate: 60.4 [Very Good Framerate]
 -- Frame 14906 Framerate: 56.7 [Very Good Framerate]
 -- Frame 14907 Framerate: 61.1 [Very Good Framerate]
 -- Frame 14908 Framerate: 48.9 [Very Good Framerate]
 -- Frame 14909 Framerate: 55.7 [Very Good Framerate]
 -- Frame 14910 Framerate: 51.5 [Very Good Framerate]
 -- Frame 14911 Framerate: 57.7 [Very Good Framerate]
 -- Frame 14912 Framerate: 56.4 [Very Good Framerate]
 -- Frame 14913 Framerate: 51.7 [Very Good Framerate]
 -- Frame 14914 Framerate: 39.7 [Good Framerate]
 -- Frame 14915 Framerate: 57.2 [Very Good Framerate]
 -- Frame 14916 Framerate: 35.2 [Good Framerate]
 -- Frame 14917 Framerate: 56.2 [Very Good Framerate]
 -- Frame 14918 Framerate: 63.9 [Very Good Framerate]
 -- Frame 14919 Framerate: 63.6 [Very Good Framerate]
 -- Frame 14920 Framerate: 64.2 [Very Good Framerate]
 -- Frame 14921 Framerate: 66.9 [Very Good Framerate]
 -- Frame 14922 Framerate: 64.2 [Very Good Framerate]
 -- Frame 14923 Framerate: 60.1 [Very Good Framerate]
 -- Frame 14924 Framerate: 53.2 [Very Good Framerate]
 -- Frame 14925 Framerate: 60.4 [Very Good Framerate]
 -- Frame 14926 Framerate: 61.6 [Very Good Framerate]
 -- Frame 14927 Framerate: 61.1 [Very Good Framerate]
 -- Frame 14928 Framerate: 62.4 [Very Good Framerate]
 -- Frame 14929 Framerate: 56.4 [Very Good Framerate]
 -- Frame 14930 Framerate: 60.1 [Very Good Framerate]
 -- Frame 14931 Framerate: 60.6 [Very Good Framerate]
 -- Frame 14932 Framerate: 60.6 [Very Good Framerate]
 -- Frame 14933 Framerate: 59.9 [Very Good Framerate]
 -- Frame 14934 Framerate: 53.4 [Very Good Framerate]
 -- Frame 14935 Framerate: 58.3 [Very Good Framerate]
 -- Frame 14936 Framerate: 61.5 [Very Good Framerate]
 -- Frame 14937 Framerate: 59.1 [Very Good Framerate]
 -- Frame 14938 Framerate: 59.6 [Very Good Framerate]
 -- Frame 14939 Framerate: 54.7 [Very Good Framerate]
 -- Frame 14940 Framerate: 59.5 [Very Good Framerate]
 -- Frame 14941 Framerate: 56.5 [Very Good Framerate]
 -- Frame 14942 Framerate: 61.9 [Very Good Framerate]
 -- Frame 14943 Framerate: 56.5 [Very Good Framerate]
 -- Frame 14944 Framerate: 59.9 [Very Good Framerate]
 -- Frame 14945 Framerate: 59.4 [Very Good Framerate]
 -- Frame 14946 Framerate: 59.2 [Very Good Framerate]
 -- Frame 14947 Framerate: 59.6 [Very Good Framerate]
 -- Frame 14948 Framerate: 39.4 [Good Framerate]
 -- Frame 14949 Framerate: 59.6 [Very Good Framerate]
 -- Frame 14950 Framerate: 58.8 [Very Good Framerate]
 -- Frame 14951 Framerate: 55.9 [Very Good Framerate]
 -- Frame 14952 Framerate: 59.5 [Very Good Framerate]
 -- Frame 14953 Framerate: 60.1 [Very Good Framerate]
 -- Frame 14954 Framerate: 60.2 [Very Good Framerate]
 -- Frame 14955 Framerate: 60.0 [Very Good Framerate]
 -- Frame 14956 Framerate: 60.1 [Very Good Framerate]
 -- Frame 14957 Framerate: 60.7 [Very Good Framerate]
 -- Frame 14958 Framerate: 56.3 [Very Good Framerate]
 -- Frame 14959 Framerate: 59.8 [Very Good Framerate]
 -- Frame 14960 Framerate: 59.3 [Very Good Framerate]
 -- Frame 14961 Framerate: 62.3 [Very Good Framerate]
 -- Frame 14962 Framerate: 60.8 [Very Good Framerate]
 -- Frame 14963 Framerate: 59.3 [Very Good Framerate]
 -- Frame 14964 Framerate: 56.9 [Very Good Framerate]
 -- Frame 14965 Framerate: 60.2 [Very Good Framerate]
 -- Frame 14966 Framerate: 58.8 [Very Good Framerate]
 -- Frame 14967 Framerate: 59.2 [Very Good Framerate]
 -- Frame 14968 Framerate: 63.2 [Very Good Framerate]
 -- Frame 14969 Framerate: 62.8 [Very Good Framerate]
 -- Frame 14970 Framerate: 63.8 [Very Good Framerate]
 -- Frame 14971 Framerate: 63.5 [Very Good Framerate]
 -- Frame 14972 Framerate: 59.5 [Very Good Framerate]
 -- Frame 14973 Framerate: 63.2 [Very Good Framerate]
 -- Frame 14974 Framerate: 62.9 [Very Good Framerate]
 -- Frame 14975 Framerate: 64.2 [Very Good Framerate]
 -- Frame 14976 Framerate: 62.9 [Very Good Framerate]
 -- Frame 14977 Framerate: 65.1 [Very Good Framerate]
 -- Frame 14978 Framerate: 64.3 [Very Good Framerate]
 -- Frame 14979 Framerate: 63.8 [Very Good Framerate]
 -- Frame 14980 Framerate: 63.7 [Very Good Framerate]
 -- Frame 14981 Framerate: 61.2 [Very Good Framerate]
 -- Frame 14982 Framerate: 28.4 [Good Framerate]
 -- Frame 14983 Framerate: 61.2 [Very Good Framerate]
 -- Frame 14984 Framerate: 64.5 [Very Good Framerate]
 -- Frame 14985 Framerate: 43.2 [Very Good Framerate]
 -- Frame 14986 Framerate: 59.9 [Very Good Framerate]
 -- Frame 14987 Framerate: 69.4 [Very Good Framerate]
 -- Frame 14988 Framerate: 67.7 [Very Good Framerate]
 -- Frame 14989 Framerate: 68.2 [Very Good Framerate]
 -- Frame 14990 Framerate: 69.1 [Very Good Framerate]
 -- Frame 14991 Framerate: 68.7 [Very Good Framerate]
 -- Frame 14992 Framerate: 66.8 [Very Good Framerate]
 -- Frame 14993 Framerate: 63.3 [Very Good Framerate]
 -- Frame 14994 Framerate: 70.2 [Very Good Framerate]
 -- Frame 14995 Framerate: 72.4 [Very Good Framerate]
 -- Frame 14996 Framerate: 67.1 [Very Good Framerate]
 -- Frame 14997 Framerate: 71.0 [Very Good Framerate]
 -- Frame 14998 Framerate: 70.2 [Very Good Framerate]
 -- Frame 14999 Framerate: 67.1 [Very Good Framerate]
 -- Frame 15000 Framerate: 70.1 [Very Good Framerate]
 -- Frame 15001 Framerate: 71.2 [Very Good Framerate]
 -- Frame 15002 Framerate: 71.4 [Very Good Framerate]
 -- Frame 15003 Framerate: 71.0 [Very Good Framerate]
 -- Frame 15004 Framerate: 70.5 [Very Good Framerate]
 -- Frame 15005 Framerate: 70.3 [Very Good Framerate]
 -- Frame 15006 Framerate: 69.2 [Very Good Framerate]
 -- Frame 15007 Framerate: 68.4 [Very Good Framerate]
 -- Frame 15008 Framerate: 70.6 [Very Good Framerate]
 -- Frame 15009 Framerate: 71.3 [Very Good Framerate]
 -- Frame 15010 Framerate: 72.1 [Very Good Framerate]
 -- Frame 15011 Framerate: 69.4 [Very Good Framerate]
 -- Frame 15012 Framerate: 71.0 [Very Good Framerate]
 -- Frame 15013 Framerate: 69.1 [Very Good Framerate]
 -- Frame 15014 Framerate: 70.3 [Very Good Framerate]
 -- Frame 15015 Framerate: 70.6 [Very Good Framerate]
 -- Frame 15016 Framerate: 67.3 [Very Good Framerate]
 -- Frame 15017 Framerate: 69.7 [Very Good Framerate]
 -- Frame 15018 Framerate: 69.5 [Very Good Framerate]
 -- Frame 15019 Framerate: 69.4 [Very Good Framerate]
 -- Frame 15020 Framerate: 70.4 [Very Good Framerate]
 -- Frame 15021 Framerate: 68.7 [Very Good Framerate]
 -- Frame 15022 Framerate: 43.9 [Very Good Framerate]
 -- Frame 15023 Framerate: 69.4 [Very Good Framerate]
 -- Frame 15024 Framerate: 69.2 [Very Good Framerate]
 -- Frame 15025 Framerate: 69.6 [Very Good Framerate]
 -- Frame 15026 Framerate: 70.9 [Very Good Framerate]
 -- Frame 15027 Framerate: 69.5 [Very Good Framerate]
 -- Frame 15028 Framerate: 69.6 [Very Good Framerate]
 -- Frame 15029 Framerate: 69.1 [Very Good Framerate]
 -- Frame 15030 Framerate: 65.1 [Very Good Framerate]
 -- Frame 15031 Framerate: 68.8 [Very Good Framerate]
 -- Frame 15032 Framerate: 69.4 [Very Good Framerate]
 -- Frame 15033 Framerate: 66.1 [Very Good Framerate]
 -- Frame 15034 Framerate: 70.5 [Very Good Framerate]
 -- Frame 15035 Framerate: 69.2 [Very Good Framerate]
 -- Frame 15036 Framerate: 69.8 [Very Good Framerate]
 -- Frame 15037 Framerate: 70.5 [Very Good Framerate]
 -- Frame 15038 Framerate: 70.9 [Very Good Framerate]
 -- Frame 15039 Framerate: 71.1 [Very Good Framerate]
 -- Frame 15040 Framerate: 69.9 [Very Good Framerate]
 -- Frame 15041 Framerate: 70.7 [Very Good Framerate]
 -- Frame 15042 Framerate: 72.1 [Very Good Framerate]
 -- Frame 15043 Framerate: 70.4 [Very Good Framerate]
 -- Frame 15044 Framerate: 34.9 [Good Framerate]
 -- Frame 15045 Framerate: 55.9 [Very Good Framerate]
 -- Frame 15046 Framerate: 60.4 [Very Good Framerate]
 -- Frame 15047 Framerate: 63.1 [Very Good Framerate]
 -- Frame 15048 Framerate: 61.5 [Very Good Framerate]
 -- Frame 15049 Framerate: 60.9 [Very Good Framerate]
 -- Frame 15050 Framerate: 62.9 [Very Good Framerate]
 -- Frame 15051 Framerate: 63.9 [Very Good Framerate]
 -- Frame 15052 Framerate: 61.5 [Very Good Framerate]
 -- Frame 15053 Framerate: 64.3 [Very Good Framerate]
 -- Frame 15054 Framerate: 64.0 [Very Good Framerate]
 -- Frame 15055 Framerate: 61.3 [Very Good Framerate]
 -- Frame 15056 Framerate: 63.0 [Very Good Framerate]
 -- Frame 15057 Framerate: 62.7 [Very Good Framerate]
 -- Frame 15058 Framerate: 59.7 [Very Good Framerate]
 -- Frame 15059 Framerate: 63.2 [Very Good Framerate]
 -- Frame 15060 Framerate: 42.3 [Very Good Framerate]
 -- Frame 15061 Framerate: 60.5 [Very Good Framerate]
 -- Frame 15062 Framerate: 62.5 [Very Good Framerate]
 -- Frame 15063 Framerate: 62.0 [Very Good Framerate]
 -- Frame 15064 Framerate: 43.8 [Very Good Framerate]
 -- Frame 15065 Framerate: 55.9 [Very Good Framerate]
 -- Frame 15066 Framerate: 56.3 [Very Good Framerate]
 -- Frame 15067 Framerate: 58.6 [Very Good Framerate]
 -- Frame 15068 Framerate: 59.0 [Very Good Framerate]
 -- Frame 15069 Framerate: 56.2 [Very Good Framerate]
 -- Frame 15070 Framerate: 59.8 [Very Good Framerate]
 -- Frame 15071 Framerate: 56.1 [Very Good Framerate]
 -- Frame 15072 Framerate: 57.0 [Very Good Framerate]
 -- Frame 15073 Framerate: 57.4 [Very Good Framerate]
 -- Frame 15074 Framerate: 56.5 [Very Good Framerate]
 -- Frame 15075 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15076 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15077 Framerate: 56.7 [Very Good Framerate]
 -- Frame 15078 Framerate: 57.9 [Very Good Framerate]
 -- Frame 15079 Framerate: 59.7 [Very Good Framerate]
 -- Frame 15080 Framerate: 56.5 [Very Good Framerate]
 -- Frame 15081 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15082 Framerate: 59.9 [Very Good Framerate]
 -- Frame 15083 Framerate: 55.2 [Very Good Framerate]
 -- Frame 15084 Framerate: 59.0 [Very Good Framerate]
 -- Frame 15085 Framerate: 59.9 [Very Good Framerate]
 -- Frame 15086 Framerate: 58.5 [Very Good Framerate]
 -- Frame 15087 Framerate: 57.8 [Very Good Framerate]
 -- Frame 15088 Framerate: 59.8 [Very Good Framerate]
 -- Frame 15089 Framerate: 60.3 [Very Good Framerate]
 -- Frame 15090 Framerate: 58.3 [Very Good Framerate]
 -- Frame 15091 Framerate: 60.0 [Very Good Framerate]
 -- Frame 15092 Framerate: 59.4 [Very Good Framerate]
 -- Frame 15093 Framerate: 56.5 [Very Good Framerate]
 -- Frame 15094 Framerate: 59.3 [Very Good Framerate]
 -- Frame 15095 Framerate: 59.0 [Very Good Framerate]
 -- Frame 15096 Framerate: 55.7 [Very Good Framerate]
 -- Frame 15097 Framerate: 41.1 [Very Good Framerate]
 -- Frame 15098 Framerate: 57.4 [Very Good Framerate]
 -- Frame 15099 Framerate: 59.4 [Very Good Framerate]
 -- Frame 15100 Framerate: 59.5 [Very Good Framerate]
 -- Frame 15101 Framerate: 60.0 [Very Good Framerate]
 -- Frame 15102 Framerate: 58.9 [Very Good Framerate]
 -- Frame 15103 Framerate: 55.0 [Very Good Framerate]
 -- Frame 15104 Framerate: 58.9 [Very Good Framerate]
 -- Frame 15105 Framerate: 58.1 [Very Good Framerate]
 -- Frame 15106 Framerate: 59.3 [Very Good Framerate]
 -- Frame 15107 Framerate: 58.9 [Very Good Framerate]
 -- Frame 15108 Framerate: 56.5 [Very Good Framerate]
 -- Frame 15109 Framerate: 58.0 [Very Good Framerate]
 -- Frame 15110 Framerate: 55.1 [Very Good Framerate]
 -- Frame 15111 Framerate: 59.3 [Very Good Framerate]
 -- Frame 15112 Framerate: 59.5 [Very Good Framerate]
 -- Frame 15113 Framerate: 58.5 [Very Good Framerate]
 -- Frame 15114 Framerate: 58.3 [Very Good Framerate]
 -- Frame 15115 Framerate: 57.8 [Very Good Framerate]
 -- Frame 15116 Framerate: 55.9 [Very Good Framerate]
 -- Frame 15117 Framerate: 58.6 [Very Good Framerate]
 -- Frame 15118 Framerate: 59.1 [Very Good Framerate]
 -- Frame 15119 Framerate: 59.2 [Very Good Framerate]
 -- Frame 15120 Framerate: 59.3 [Very Good Framerate]
 -- Frame 15121 Framerate: 58.9 [Very Good Framerate]
 -- Frame 15122 Framerate: 56.2 [Very Good Framerate]
 -- Frame 15123 Framerate: 58.0 [Very Good Framerate]
 -- Frame 15124 Framerate: 58.9 [Very Good Framerate]
 -- Frame 15125 Framerate: 57.7 [Very Good Framerate]
 -- Frame 15126 Framerate: 56.8 [Very Good Framerate]
 -- Frame 15127 Framerate: 57.3 [Very Good Framerate]
 -- Frame 15128 Framerate: 56.2 [Very Good Framerate]
 -- Frame 15129 Framerate: 54.1 [Very Good Framerate]
 -- Frame 15130 Framerate: 58.2 [Very Good Framerate]
 -- Frame 15131 Framerate: 56.8 [Very Good Framerate]
 -- Frame 15132 Framerate: 58.7 [Very Good Framerate]
 -- Frame 15133 Framerate: 38.3 [Good Framerate]
 -- Frame 15134 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15135 Framerate: 53.1 [Very Good Framerate]
 -- Frame 15136 Framerate: 58.5 [Very Good Framerate]
 -- Frame 15137 Framerate: 58.6 [Very Good Framerate]
 -- Frame 15138 Framerate: 58.1 [Very Good Framerate]
 -- Frame 15139 Framerate: 57.5 [Very Good Framerate]
 -- Frame 15140 Framerate: 55.1 [Very Good Framerate]
 -- Frame 15141 Framerate: 58.0 [Very Good Framerate]
 -- Frame 15142 Framerate: 54.7 [Very Good Framerate]
 -- Frame 15143 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15144 Framerate: 59.4 [Very Good Framerate]
 -- Frame 15145 Framerate: 56.6 [Very Good Framerate]
 -- Frame 15146 Framerate: 57.7 [Very Good Framerate]
 -- Frame 15147 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15148 Framerate: 58.8 [Very Good Framerate]
 -- Frame 15149 Framerate: 58.4 [Very Good Framerate]
 -- Frame 15150 Framerate: 58.3 [Very Good Framerate]
 -- Frame 15151 Framerate: 56.0 [Very Good Framerate]
 -- Frame 15152 Framerate: 55.7 [Very Good Framerate]
 -- Frame 15153 Framerate: 59.3 [Very Good Framerate]
 -- Frame 15154 Framerate: 58.3 [Very Good Framerate]
 -- Frame 15155 Framerate: 58.3 [Very Good Framerate]
 -- Frame 15156 Framerate: 58.8 [Very Good Framerate]
 -- Frame 15157 Framerate: 57.8 [Very Good Framerate]
 -- Frame 15158 Framerate: 56.7 [Very Good Framerate]
 -- Frame 15159 Framerate: 58.3 [Very Good Framerate]
